0.000000 303.025079 0.0 0.0 0.0
480.000000 303.337272 0.0 0.0 0.0
960.000000 304.402985 0.0 0.0 0.0
1440.000000 305.397187 0.0 0.0 0.0
1920.000000 306.306214 0.0 0.0 0.0
2400.000000 307.365269 0.0 0.0 0.0
2880.000000 308.550318 0.0 0.0 0.0
3360.000000 309.845257 0.0 0.0 0.0
3840.000000 311.235047 0.0 0.0 0.0
4320.000000 312.708238 0.0 0.0 0.0
4800.000000 314.255743 0.0 0.0 0.0
5280.000000 315.869985 0.0 0.0 0.0
5760.000000 317.544512 0.0 0.0 0.0
6240.000000 319.273784 0.0 0.0 0.0
6720.000000 321.052868 0.0 0.0 0.0
7200.000000 322.877588 0.0 0.0 0.0
7680.000000 324.744235 0.0 0.0 0.0
8160.000000 326.649534 0.0 0.0 0.0
8640.000000 328.590559 0.0 0.0 0.0
9120.000000 330.565013 0.0 0.0 0.0
9600.000000 332.571020 0.0 0.0 0.0
10080.000000 334.606102 0.0 0.0 0.0
10560.000000 336.668475 0.0 0.0 0.0
11040.000000 338.756711 0.0 0.0 0.0
11520.000000 340.869535 0.0 0.0 0.0
12000.000000 343.712008 0.0 0.0 0.0
13000.000000 348.000000 0.0 0.0 0.0
14000.000000 352.000000 0.0 0.0 0.0
15000.000000 356.000000 0.0 0.0 0.0
16000.000000 360.000000 0.0 0.0 0.0
17000.000000 364.000000 0.0 0.0 0.0
18000.000000 368.000000 0.0 0.0 0.0
19000.000000 372.000000 0.0 0.0 0.0
20000.000000 376.000000 0.0 0.0 0.0
21000.000000 380.000000 0.0 0.0 0.0
22000.000000 384.000000 0.0 0.0 0.0
23000.000000 388.000000 0.0 0.0 0.0
24000.000000 392.000000 0.0 0.0 0.0
25000.000000 396.000000 0.0 0.0 0.0
26000.000000 400.000000 0.0 0.0 0.0
27000.000000 404.000000 0.0 0.0 0.0
28000.000000 408.000000 0.0 0.0 0.0
29000.000000 412.000000 0.0 0.0 0.0
30000.000000 416.000000 0.0 0.0 0.0
