0.000000 303.025079 0.0 12.000000 0.000000
480.000000 303.337272 0.0 9.696000 0.000000
960.000000 304.402985 0.0 7.392000 0.000000
1440.000000 305.397187 0.0 5.088000 0.000000
1920.000000 306.306214 0.0 2.784000 0.000000
2400.000000 307.365269 0.0 0.540000 0.000000
2880.000000 308.550318 0.0 0.000000 0.000000
3360.000000 309.845257 0.0 0.000000 0.000000
3840.000000 311.235047 0.0 0.000000 0.000000
4320.000000 312.708238 0.0 0.000000 0.000000
4800.000000 314.255743 0.0 0.000000 0.000000
5280.000000 315.869985 0.0 0.000000 0.000000
5760.000000 317.544512 0.0 0.000000 0.000000
6240.000000 319.273784 0.0 0.000000 0.000000
6720.000000 321.052868 0.0 0.000000 0.000000
7200.000000 322.877588 0.0 0.000000 0.000000
7680.000000 324.744235 0.0 0.000000 0.000000
8160.000000 326.649534 0.0 0.000000 0.000000
8640.000000 328.590559 0.0 0.000000 0.000000
9120.000000 330.565013 0.0 0.000000 0.000000
9600.000000 332.571020 0.0 0.000000 0.000000
10080.000000 334.606102 0.0 0.000000 0.000000
10560.000000 336.668475 0.0 0.000000 0.000000
11040.000000 338.756711 0.0 0.000000 0.000000
11520.000000 340.869535 0.0 0.000000 0.000000
12000.000000 343.712008 0.0 0.000000 0.000000
12500.000000 345.200000 0.0 0.000000 0.000000
13000.000000 346.700000 0.0 0.000000 0.000000
13500.000000 348.200000 0.0 0.000000 0.000000
14000.000000 349.700000 0.0 0.000000 0.000000
14500.000000 351.200000 0.0 0.000000 0.000000
15000.000000 352.700000 0.0 0.000000 0.000000
15500.000000 354.200000 0.0 0.000000 0.000000
16000.000000 355.700000 0.0 0.000000 0.000000
16500.000000 357.200000 0.0 0.000000 0.000000
17000.000000 358.700000 0.0 0.000000 0.000000
17500.000000 360.200000 0.0 0.000000 0.000000
18000.000000 361.700000 0.0 0.000000 0.000000
18500.000000 363.200000 0.0 0.000000 0.000000
19000.000000 364.700000 0.0 0.000000 0.000000
19500.000000 366.200000 0.0 0.000000 0.000000
20000.000000 367.700000 0.0 0.000000 0.000000
20500.000000 369.200000 0.0 0.000000 0.000000
21000.000000 370.700000 0.0 0.000000 0.000000
21500.000000 372.200000 0.0 0.000000 0.000000
22000.000000 373.700000 0.0 0.000000 0.000000
22500.000000 375.200000 0.0 0.000000 0.000000
23000.000000 376.700000 0.0 0.000000 0.000000
23500.000000 378.200000 0.0 0.000000 0.000000
24000.000000 379.700000 0.0 0.000000 0.000000
